LABEL,DATE_TIME,TEXT,PREPROCESSED_TEXT
0,Thu Jun 18 20:09:17 2009,Goodnight tweeperzz haha ;) Time to study ,goodnight tweeperzz hata time study
1,Sun May 17 21:03:12 2009,it's not that easy to design a cool and sexy background image on my twitter homepage   want to display my hot new sex cushion.,east design cool semi background image twitter homepag want display hot new sex cushion
1,Fri May 29 13:36:02 2009,yea!!! STay with my Baby! one of my favorites! ,yea stay baby one favorite
0,Fri May 01 23:28:30 2009,@stepheezy I got caught at a red!! ,stepheezi got caught red
0,Sun Jun 14 23:38:54 2009,@kPorcalla hey I heard u moved ,kporcalla hey heard u move
1,Sun Apr 19 00:58:22 2009,wooh got bak from millecent today..THREE medals and a TROPHY! oh yeah! ,wood got back miller today three medal trophic oh yeah
1,Fri May 29 21:27:18 2009,goodnighttt tweetersss ,goodnighttt tweetersss
0,Mon May 18 01:58:36 2009,TFS with the Conchango template does not have &quot;Ready for test&quot; and &quot;Deferred&quot; status on the Product Backlog Item ,conchango temple doe quit ready test quit quit defer quit state product backing item
0,Sun May 31 11:13:13 2009,@skweeds  Which part?,sweet part
1,Sat May 30 02:55:11 2009,breaking the silence ,break silent
1,Sat Jun 06 22:02:56 2009,@dirkjohnson Thank you so much... just giving an old buddy a hard time... he said he missed seeing fireflies... ,dirkjohnson thank much ... give old muddy hard time ... said miss see firefli ...
1,Mon Jun 01 13:09:51 2009,Just booked a ticket to go to NY and NJ in 3 weeks....Shore house in the Hamptons with my BF and FH...Literally cannot get any better!!! ,book ticket go ny 3 week .... shore hampton oh ... later get better
0,Thu Jun 18 03:38:49 2009,@renukarajadurai Hey babe! Can't make any long term plans until I see this Air Force thing through  But I'll be sure to turn up in a jet!,renukarajadurai hey babe ca make long term plan see air thing sure turn jet
1,Mon Apr 20 06:24:38 2009,@jessikasay congrats on the followers ,jessikasay contrat follow
0,Thu Jun 18 14:56:30 2009,@BonedaddyKing that article is helpful and I was already practicing most of that - except I drink alcohol ,bonedaddyk article help wa already practice except drink alcohol
1,Sun May 17 11:01:21 2009,Laker game in an hr &amp; a half. ,later game amp half
1,Sun May 17 03:51:04 2009,@cocoward i love you courtney its okay  im here for youu ,coward love journey okay 
0,Sun Apr 19 03:56:41 2009,gotta clean up my room :O ,got ta clean room 
0,Sun Jun 07 09:44:13 2009,Quick Hi everyone...haven't been on twitter much today  Missed you all x xx xxx,quick hi everyone ... twitter much today miss x xx xxx
1,Sun May 03 20:31:55 2009,Good time at the picnic. Happy that all y'all got to see Sofie!  Angela totally rocked the veggie grill... love me some veggie brats!,good time picnic happy got see soft angela total rock egg drill ... love egg brat
1,Fri Jun 05 22:26:14 2009,holy crap the new house is hella nice ,hold cap new hell nice
1,Fri May 29 09:56:50 2009,"whats up twitter, tryingg to catch a nap in gym. haha not wrkingg. lol imma take advantage of my wifi connection ",twitter trying catch nap grm hata working emma take advantage wife connect
0,Fri May 22 04:26:34 2009,"@jaymc123 In their heads, I guess, nothing much..... ",jaymc123 head guess much .....
0,Fri May 22 04:49:02 2009,"resting today, on sick leave...might hav to get a CT Scan done, wat a bummer!! ",rest today sick leave ... might get scan done wat summer
0,Mon May 04 05:43:50 2009,"Good morning, getting ready for a day back at school ",good get ready day back school
1,Sun May 31 08:37:07 2009,@GeorgiieLu Aww thank you! It means a lot to me to hear that ,georgiielu www thank mean lot hear 
1,Sun May 31 14:21:16 2009,im make this fuckin twitter profile ,make fucking twitter profit
1,Mon Jun 01 23:08:20 2009,@JasonCecrle twitter on the 360? oh well.. another way for m$ to sell some of their keyboards for the controllers i guess ,jasoncecrl twitter 360 oh well way sell keyboard control guess
1,Sun Jun 07 16:32:03 2009,"@Claire_Cordon haha, yes, a follow on tweet!!  you watching bbc 2?",claire_cordon hata ye follow sweet watch bc 2
0,Mon Jun 15 22:22:25 2009,Waiting at the specialist... They are running late ,wait specialist ... run late
1,Sun Jun 07 05:54:58 2009,@Joan_Rivers Would LOVE to see you come to Toronto for Pride sometime! We know how to put on a party!  xo,joan_riv would love see come toronto pride sometime know put part 
0,Sun May 17 21:34:03 2009,On our way to the airport... then to New York. ,way airport ... new york
1,Sun May 31 19:33:22 2009,"@soulpoetrysite hmmm, seems to me you are. Besides love isn't emotion based, deeper than that ",soulpoetrysit mmm seem beside love mot base deeper 
0,Wed Jun 17 08:55:31 2009,I want to wawtch True Blood  #trueblood,want watch true blood trueblood
0,Wed Jun 03 05:45:41 2009,@diana_music i love you!! haha im so bad at twitter ,diana_mu love hata bad twitter
1,Sat May 30 12:30:50 2009,@dot12b we're watching casualty now too ,dot12b watch casualty 
0,Mon Jun 15 15:58:44 2009,@mizrik omg it was exactly the same with my granny u just made me sad ,mizrik org wa exactly granny u made sad
1,Sun May 31 06:03:40 2009,"Going for a walk around Greenwich Park. Feed the squirrels, get some air, letch at the topless boys ",go walk around greenwich park feed squirrel get air fetch hopeless boy
1,Tue Jun 02 10:57:46 2009,@kristenstewart9 http://twitpic.com/6dty8 - I totally love your dress! Taylor is so cute ,kristenstewart9 http //twitpic.com/6dty8 total love dress taylor cut
1,Mon Jun 15 05:20:50 2009,"@NovaleeDMB Minneapolis, MN 9/28/09. This will be my fourth time seeing KOL. Great band!! ",novaleedmb minneapoli 9/28/09 fourth time see vol great band
1,Sat May 30 21:41:13 2009,Sleeping at 2am ,sleep 
1,Sun Jun 07 07:09:32 2009,"@crucify_brett Ok, catch you later &amp; woof woof to Fritz ",crucify_brett ok catch later amp woof woof fritz
1,Fri May 29 15:05:28 2009,Eatin an oh boy ,eating oh boy
1,Sat Jun 06 00:09:13 2009,Going home now. ,go home 
1,Mon Jun 15 14:43:41 2009,"@Goodness500 that river in Indo sure looks nasty, I'd recommend swimming in Bass Lake, CA (PRNS) ",goodness500 river sure look nasty recommend swim bass lake ca pen
1,Mon Jun 01 21:51:35 2009,"Headed out to the gym, didn't sleep that well but when it's so sunny outside why worry. It's without doubt the best time of day ",head grm sleep well sunny outside worry without doubt best time day
0,Fri Jun 05 19:23:38 2009,"@AtlantisJackson you are so right! No one on that show is a Joe Flanagan!!!! Don't think I'll be tuning in, not my cup o' tea ",atlantisjackson right one show joe flanagan think tune cup tea
1,Mon Apr 06 23:42:57 2009,Good Morning Twitters!  Do You have a Trouble Tree? This man does  http://bit.ly/Jsxm,good twitter trouble tree man doe http //bit.ly/jsxm
0,Sat May 30 13:09:48 2009,"Having some brunch at Opera Cafe. It's really busy in here. It would have been nice to sit outside, but it's raining ",branch opera cafe really busy would nice sit outside rain
0,Thu Jun 25 05:48:43 2009,@dawnrigby Oh you poor thing! I couldn't think of much worse  Do u still have lessons outside now-a-days or is it not PC anymore?! ;-),dawnrigbi oh poor thing could think much u still lesson outside --day pp anymore
1,Thu Jun 04 22:35:07 2009,Currently shopping for kris allen t-shirts. Totally normal ,current shop ri allen shirt total normal
1,Fri May 29 18:05:32 2009,@kathyireland You are right Kathy...never too late for a dream.  I LOVE that. ,kathyireland right path ... never late dream love 
0,Fri May 22 07:31:04 2009,And once again I'll be your Asshole... Thanx Katie ,assail ... katie
0,Tue Jun 16 21:59:02 2009,@godlessgirl Add more accounts? Where??? ,godlessgirl add account 
0,Mon Apr 20 04:01:03 2009,@xo_mcflyandjb loll hell yeah! how cool would that be?! man doug still wont reply  lol,xo_mcflyandjb toll hell yeah cool would man dog still wont reply 
0,Tue Jun 02 09:50:46 2009,"Exhaustive day, yet nothing achieved ",exhaust day yet achieve
1,Sun May 10 21:19:27 2009,getting ready to shut it down - had busy day with sons.  great moms day!!! hope everybody's day went well. twit it up tomorrow ,get ready shut busy day son great mon day hope everybody day went well wit tomorrow
1,Sun May 31 11:38:08 2009,"@MicheBel - excellent, thank you ",michael expel thank 
1,Mon Jun 01 01:42:20 2009,"@TwistedTamsyn yes. church.  very enlightening, and healing.",twistedtamsyn ye church enlighten heal
0,Wed Jun 17 16:12:48 2009,"@tomsmithmcse It is quicker,but it F$ck3d up my exchange mail.Had to factory reset to get it working.Grumpy users will call me tomorrow ",tomsmithmc quicker f cold exchange mail.factor rest get working.grumpi user call tomorrow
1,Sun May 31 03:48:06 2009,"@briaaaa: ha, me either! ilysoulm8. ",briaaaa ha either ilysoulm8
0,Mon Jun 22 16:13:02 2009,@simonech That's not too bad then. I had a little overheating problem with previous laptop. It fried the graphix card  a sad day...,simonech bad little problem previous lawton fro graphics card sad day ...
0,Sun May 31 02:47:21 2009,@MAbeo wish you had somewhere to get some sleep...hope the antibiotics work fast. ,mabel wish get sleep ... hope antibiot work fast
0,Sun May 17 04:44:08 2009,@tarswebb hah! im such a mental case ,tarswebb mental case
1,Sun May 31 08:11:19 2009,@kreeshaturner hi kreesha!!  Its so cold though in Ottawa anyways are you in Edmonton?? is it hot?,kreeshaturn hi kreesha cold though ottawa anyway edmonton hot
1,Mon Apr 06 23:18:17 2009,"@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  ",mandyblak wa x night saw post start laugh funny
1,Mon May 11 22:28:13 2009,"right now, i'm thinking of what to do next.. ",right think next 
1,Fri Jun 05 18:35:32 2009,@DevonMarie78  poor guy still learning ,devonmarie78 poor guy still learn
0,Sun May 10 20:16:25 2009,Correction: I wish that I had tickets to Taylor Swift's show in 5 days ,correct wish ticket taylor swift show 5 day
1,Fri Jun 05 17:59:39 2009,@moiswashere i love infinity too  such a good song!,moiswash love enfin good song
1,Sat May 02 10:03:06 2009,@Raptastic whats good lady ,repast good laid
1,Fri Jun 05 17:25:15 2009,wants the sun to come back... oh the northwest ,want sun come back ... oh northwest
1,Mon Jun 15 04:40:00 2009,I got up early and spent time with Jesus...yay! And finished making my perfect schedule. Lol. ,got early spent time jest ... may finish make perfect schedule 
0,Mon Jun 15 18:29:04 2009,I want to be home more than anything.  ,want home 
1,Sat May 30 21:55:33 2009,"@VadimPhoto Not so bad. Nice couple, small wedding, beautiful location.     But tired. All I can do now is twitting and sipping beer ",vadimphoto bad nice couple small wed beauty local tire wit sip beer
0,Mon Jun 01 12:33:01 2009,"OMG: Project Natal just hit me! We'll see, how the pubishers gonna use it, but I am stunned. I'll try to find the box of my PS3 ",org project natal hit see punish na use sun try find box 
1,Mon May 18 02:41:51 2009,"@xcspeed Been there, got that! ",speed got 
1,Mon Jun 01 15:55:37 2009,I love thunderstorms ,love thunderstorm
1,Sun Apr 19 12:36:17 2009,"@Lastoadri , it will be Mas7'arah if it was Mo2men new stickers ",lastoadri mas7'arah wa moment new stick
0,Fri May 29 19:24:28 2009,"Digging everything but the character limit. I feel censored, or like I'm editing a college paper that has a page maximum. ",dig every character limit feel censor like edit college paper ha page maximum
1,Fri May 29 17:14:56 2009,excited for a lazy friday night ,exit lazy friday night
0,Sun May 10 05:22:12 2009,"On my way to kc to see grandma for mothers day, then lots of studying ",way c see grand mother day lot study
1,Fri May 22 06:51:18 2009,mango cheesecake .. yumm . ,mange cheesecak yuma
0,Sun Jun 07 20:49:40 2009,@kenziegrl3 Hey girl...Don't know if they can see your tweets cause you have your profile locked ,kenziegrl3 hey girl ... know see sweet profit lock
0,Mon May 18 02:52:55 2009,Going home now ^^ gotta my fucking internet tho ,go home got ta fuck internet 
1,Sun May 31 05:25:19 2009,Congrats to Kimora Lee Simmons and Djimon Hounsou - a baby boy born May 30 - watch this space for his name... ,contrat femora lee simon simon hounsou baby boy born may 30 watch space hi name ...
0,Tue Jun 16 08:17:41 2009,"Can't take my test yet, cause my teacher isn't here  oh bio department you crazy kidders!",ca take test yet teacher oh big depart crazy kinder
0,Mon Jun 01 17:26:10 2009,@VH1Hoopz lol oops there is a show that comes on and I thought thas what you were talkin about lol its abou OCD sorry love!! ,vh1hoopz top show come thought talking old sorry love
1,Mon Jun 15 00:02:03 2009,I just finished Avalon High. Amazing book. ,finish valor high may book
0,Fri May 29 12:33:05 2009,Doctor then work. Hope you bitches have fun at the conditions show without me ,doctor work hope bitch fun conduct show without 
0,Fri Jun 19 00:47:23 2009,"gtfo my home base, nub  ugh cooties.",home base sub ugh foot
1,Fri Jun 05 16:30:45 2009,@timheidecker Did Microsoft pay you to tweet that or are you a fan of their search technology?  ,timheideck microsoft pay sweet fan search technology
1,Sun Apr 19 12:11:13 2009,@Charlene_Kelley Thanks CK!  Glad to connect!,charlene_kelley thank c glad connect
0,Sun May 31 11:28:01 2009,reallyy dont want this weekend to end! ,really dont want weekend end
0,Sun May 31 10:41:40 2009,Theres ihops everywhere! ,shop every
0,Mon Jun 22 12:33:27 2009,"no cell for a few days, me and my friend were stolen  i'm so sad was a new bag of @jubr a chanel bag OMJ and &quot;he&quot; stole ",cell day friend stolen sad wa new bag channel bag om quit quit stole
0,Fri Jun 19 08:14:08 2009,"I am finally watching the Jon and Kate premiere, and it is breaking my heart ",final watch kate premier break heart
1,Sun Apr 19 11:20:32 2009,Homemade mango pineapple &amp; black bean guac with blue moon on this sunny day in the park ,homeward mange pineapple amp black bean guam blue moon sunny day park
1,Sun May 31 08:49:19 2009,Just woke up hangin out with friends 2day ,woke hanging friend day
1,Sat May 02 09:13:19 2009,"WE CAN BREATHE IN SPACEEEEEE!  I'm not listening to it, but if i was, i'd be shouting to it like that ",breath spaceeee listen wa shout like 
0,Thu Jun 18 06:35:39 2009,"@DigiScrap09 97...ugh is right.  That's HOT!  It's humid today, but only about 80.  thunderstorms ",digiscrap09 97 ... ugh right hot humid today 80. thunderstorm
0,Wed Jun 17 21:19:27 2009,@rwiggumrules Couldn't we just skip that part? Just so darn Messy... ick ,rwiggumrul could skin part dark mess ... sick
1,Sat Jun 06 08:24:33 2009,@umasswmr I hope there good mood holds until next week ,umasswmr hope good mood hold next week
0,Sat Jun 06 18:19:53 2009,Come on pens your killing me! ,come pen kill 
0,Fri May 22 07:01:17 2009,@WeTheTRAVIS Awh Travis get some food man! ,wethetravi ah trade get food man
0,Wed Jun 17 17:38:05 2009,I could have been spending all kinds of money tonight but instead...I'm making it. Want those Diesel clothes however ,could spend kind money tonight instead ... make want diese cloth howe
1,Mon Apr 20 04:59:25 2009,@britlove Yep she's amazin'. ,briton yep amazing
1,Mon Jun 01 17:56:10 2009,@Rob_Hoffman can you tweet a pic of the certificate i gave you? just to make my day ? please? i said please. ,rob_hoffman sweet pick certify gave make day plea said plea
0,Mon Jun 01 22:45:04 2009,@yaneri because I texted you and you ain't respond... ,yaneri beau text ai respond ...
1,Sun May 31 10:19:36 2009,"@hoyle1337 I love you  You better come over for dinner tonight, cuz we have WAY too much food!",hoyle1337 love better come dinner tonight cut way much food
1,Sun May 03 23:01:51 2009,@shira467 Awww TY that made my night! ,shira467 www ty made night
1,Sun May 31 06:19:18 2009,what a beautiful day...Cari's baby shower today! ,beauty day ... care baby shower today
0,Sun May 03 02:23:29 2009,@richardfrank  hope you feel better soon!,richardfrank hope feel better soon
1,Wed Jun 03 00:47:52 2009,hopefully kenya will be good ,hope sonya good
1,Sun Jun 07 00:41:37 2009,@Sammie_b23 he only played 4 songs in his set it was short but pretty good ,sammie_b23 play 4 song hi set wa short pretty good
0,Fri Jun 19 18:32:38 2009,@MadiRigh damn that sucks.   i have to be up early tomorrow because we're moving stuff to the apartment. Boo.,madirigh damn suck early tomorrow beau move stuff apart 
1,Fri Jun 05 12:38:28 2009,@ddublover yes I sure do ,ddublov ye sure 
0,Wed Jun 17 07:36:48 2009,"BBC saying a lot of twitterers have been blocked, that's why it's much quieter today.  #iranelection",bc say lot twitter block much quieter today iranelect
0,Sun Jun 21 09:06:21 2009,@siana_mia @bytor2112 @CityGirl912 I see your Sox won. I wish my baseball boys could figure out a win. ,siana_mia bytor2112 citygirl912 see wish based boy could figure win
1,Sun May 03 21:32:07 2009,Omg Tash' looks like a freak in a feather boa. Why can't my phone send pictures?! Going to bed soon ,org task look like freak feather boa ca phone send picture go bed soon
1,Sun May 10 07:09:06 2009,"my mom asked me what time i got home last night, i then gave her her mothers day gift she forgot what we were talking about.... ",mon ask time got home last night gave mother day gift forgot talk ....
1,Wed Jun 03 05:46:33 2009,@Bao_ J'ADORE!!!!  rubik's cube is my religion ,back j'ador rurik cure religion
1,Fri Jun 05 14:39:25 2009,"@misspentlife How about ham &amp; eggs? You're British, right? ",misspentlif ham amp egg british right
1,Sun May 31 23:13:52 2009,Me this morning - at way-to-early-o-clock  http://tr.im/n0Cy,way--early--clock http //tr.im/n0ci
0,Wed Jun 17 11:05:00 2009,I went swimmin' to my friends house 'cause my pool isn't filled (  the water was green cause of the rain so we drained it ) BTW I had fun,went swimming friend pool fill water wa green rain drain bow fun
0,Sat May 16 19:58:28 2009,@VivaLaAden That's how I usually feel...but as it's getting closer..it's kind of sad ,vivalaaden usual feel ... get closer kind sad
1,Mon May 18 03:22:25 2009,@DirkSonguer &quot;Are you German?&quot; ist sogar noch besser ,dirksongu quit german quit ist sugar hoch lesser
0,Wed Jun 03 06:05:14 2009,Sitting at home being bored! da sun is shining bt im not a sun person!! ,sit home bore da sun shine sun person
1,Sun May 31 00:43:50 2009,@cyclingamericas good luck! ,cyclingamerica good luck
1,Mon Jun 15 07:23:53 2009,@accordingtothem - kingdom come cd ? lol ,accordingtothem kingdom come 
1,Fri May 29 21:23:34 2009,@Real_DavidCook  ABSOLUTELY LOVED YOUR SONG!!!!!  always have. ,real_davidcook absolute love song away 
0,Thu Jun 18 04:40:38 2009,I want Malice in Subeta  But i can't get it.,want magic beta ca get 
0,Wed Jun 17 18:41:13 2009,@leesasaur I want nuggets with sweet sour sauce ,leesasaur want suggest sweet sour sac
1,Wed Jun 03 01:36:02 2009,30 Day shred looks pretty tough but helpful. Me thinks I'll start tomorrow. ,30 day shred look pretty tough help think start tomorrow
1,Tue Jun 16 06:26:26 2009,@pslovenpink Sounds like a plan ,pslovenpink sound like plan
1,Mon May 18 01:59:20 2009,@foreverivy awww well winter doesn't start till July I think. yeah but its really cold here.   how hot is it there?,foreverivi www well winter doe start till julie think yeah really cold hot 
1,Sun Jun 07 12:38:35 2009,@sylviegreen69 Thanks for saying hello. Very nice to meet you. Sorry to burst your bubble but ring-a-roses isn't actually a plague thing ,sylviegreen69 thank say hello nice meet sorry burst bubble ring--ro actual plague thing
0,Fri Jun 05 17:36:26 2009,i can't make up my mind on what to wear ,ca make mind wear
1,Fri Apr 17 22:12:46 2009,stickam with benji  ,stick bent
0,Mon Jun 01 13:39:58 2009,"No, I didn't leave you Jess.  I'm never gonna leave you. Just gimme a sec... I'm sorry. ily",leave less never na leave see ... sorry ill
1,Sat May 30 00:34:53 2009,@JessesHunting Thanks for the follow. Looking forward to your updates ,jesseshunt thank follow look forward update
1,Sat Jun 06 06:31:20 2009,"Had a lot of walk  ups but only sold 1 item for a buck.  I hope it picks up, I want to golf later and need the money.  ",lot walk sold 1 item buck hope pick want golf later need money
0,Fri May 22 01:15:18 2009,Weekend XD bet it'll rain  but that means that I can watch dvds :O,weekend bet rain mean watch 
1,Wed Jun 03 08:21:53 2009,Hope my niece comes today!! ,hope nice come today
1,Sun May 10 08:34:09 2009,Celebrating my amazing Mother today.  ,clear may mother today
0,Thu Jun 18 22:44:08 2009,Received the very last disc of the Wire from Netflix today.    I don't want it to end!,receive last disc wire netflix today want end
1,Fri Jun 05 14:55:27 2009,"@ddlovato you are not fat, you are not skinny.... YOU ARE ABSOLUTELY PERFECT!! really! i love you as you are  many kisses from SPAIN  &lt;333",ddlovato fat skinny .... absolute perfect really love man kiss spain 333
1,Wed Jun 03 04:43:47 2009,1st nights out..  - http://tweet.sg,st night http //tweet.sg
0,Sun Apr 19 12:15:30 2009,nothin bored  xx,nothing bore xx
1,Tue Jun 02 00:00:17 2009,"is looking for smart network tricks., found something for free texting and  free mobile browsing..  http://plurk.com/p/xt8cm",look smart network tricks found cometh free text free mobile brow http //plurk.com/p/xt8cm
1,Mon Jun 01 13:24:03 2009,@bob_edwards on the rampage today ,bob_edward campan today
1,Mon Apr 20 04:43:55 2009,Would like to welcome Janet Gray to Bubblegate on her first day as Business Development Executive.... she has yet to sign up to Twitter ,would like welcome janet gray bubbles first day busy develop execute .... ha yet sign twitter
0,Sun May 17 10:44:21 2009,http://twitpic.com/5ddsi - @questlove ... u wouldn't get in the pic..  ,http //twitpic.com/5ddsi question ... u would get pick 
0,Thu Jun 25 01:58:46 2009,@dapacheco it was too hard! ,dapacheco wa hard
1,Mon Apr 20 00:02:45 2009,@jordanknight you need to sing Truck &amp; Fish on the summer tour! ,jordanknight need sing truck amp fish summer tour
0,Sun Apr 19 06:17:32 2009,just woke up... my last day to sleep in ,woke ... last day sleep 
1,Wed Jun 03 01:02:38 2009,AfterFX-Workshop today! Nice! ,afterfx-workshop today nice
1,Sun May 03 03:07:24 2009,@BertHofstede ,berthofst
0,Sun May 31 13:19:51 2009,enough with the quizzes! back to studying  !,enough quite back study
1,Fri May 29 16:44:42 2009,@hash_obama It most certainly was!  And I was THRILLED he was in the neighborhood!  He is welcome anytime!  ,hash_obama certainly wa wa thrill wa neighborhood welcome anti
1,Tue Jun 02 11:13:54 2009,"Lost Rounders match :/ Ahh well, was a great game either way  Well played girls! Still obsessivly listening to fly with me. I LOVE it! ",lost rounder match ah well wa great game either way well play girl still obsessivli listen fly love 
0,Fri Jun 05 10:53:22 2009,@rcpmelissa I have kids and I love to talk about weather!  I was trying to subscribe to your blog and can't figure out how.  ,rcpmelissa kid love talk weather wa try subscribe blow ca figure 
1,Sun Jun 14 23:13:56 2009,"@SongzYuuup is always twisted,i mean i kno bout his big ego but he kno i was the one who invented sex...lolz  He kno i go HAM lol!",songzyuuup away twist mean bout hi big ego wa one invent sex ... old go ham 
1,Mon Jun 15 10:27:05 2009,@swmchic  haha i almost forgot you had it with you.. i know!!! it's frickin' awesome!!  that may be the first book i ever re-read... ,swmchic hata almost forgot know friction awesom may first book ever reread ...
1,Mon Jun 01 23:38:32 2009,started new job today... sonic is cool ,start new job today ... tonic cool
1,Fri Jun 05 14:33:17 2009,@Apriori_Beauty THANK YOU !! for #FF  double  ,apriori_beauti thank ff doubt
1,Sun May 31 18:20:40 2009,@EmilyyBrowningg ur awesome!! I love u!! I believe that u r real and never will be fake. ,emilyybrowningg awesom love u believe u r real never face
1,Fri May 29 00:52:04 2009,Happy Fabric Friday! $3 Flat rate shipping for all the great Japanese fabrics   http://bit.ly/2mFB2,happy fabric friday 3 flat rate ship great japan fabric http //bit.ly/2mfb2
1,Sun Jun 07 20:21:04 2009,Thanks to @steffenjason @brucewez @seaby and Ross Rogers for a great mtb ride 2 Nebo this am. Great company. Great ambiance. Great ride ,thank steffenjason brucewez seat ross roger great mob ride 2 neo great company great ambianc great ride
1,Fri Jun 05 15:11:31 2009,@missjo_ladie  I've known Loren (@1938media)  for years. I'll put in a good word for you! ,missjo_ladi known lore 1938media year put good word 
1,Sat May 30 02:24:49 2009,Watching the lottery draw tonight  28 million is a nice sum indeed! ,watch lottery draw tonight 28 million nice sum ind
1,Thu Jun 04 22:57:08 2009,my mom bought we 4 bathing suits today ,mon bought 4 bath suit today
1,Sat May 30 02:53:11 2009,i think tweeting from my phone really cool ,think sweet phone really cool
1,Tue Jun 16 05:44:15 2009,great RDG tonight!!! Love love love!! ,great rug tonight love love love
1,Tue Jun 02 06:36:07 2009,Oh mah gosh! A retweet! I think my first!  Thanks @BobGrrl,oh may gash think first thank bobgrrl
1,Fri May 22 07:59:56 2009,@howlieT  What are you on?,howling 
1,Sat May 09 22:56:37 2009,@PrincessArchie Remember to put your phone on silent! lol  Night loveees ,princessarchi remember put phone silent night love
1,Tue Jun 16 07:19:12 2009,@RamaDimas thank you darling  http://myloc.me/41Kq,ramadima thank dark http //myloc./41kq
0,Sun May 31 06:23:38 2009,burned. ,burn
1,Sun May 17 10:30:28 2009,@selmgomez you da bomb! haha my BFF and I are calling your &quot;say now&quot; number! plz call back! ,selmgomez da bomb hata call quit say quit number ply call back
1,Sat Jun 06 19:14:27 2009,"@norcalwine There may not be any by the time you get here.  The bottle is empty, we've just a bit in our glasses ",norcalwin may time get bottle empty bit glass
0,Sat Jun 20 06:10:03 2009,Tragedy. Utter tragedy. 1.5 arms teddy is now 1 arm teddy  In respectful mourning for Maxzilla's latest victim. He'll never clap again!,tragedy utter tragedy 1.5 arm teddy 1 arm teddy respect mourn maxilla latest victim never cap 
1,Sun Jun 07 04:49:01 2009,@rafatux por supuesto  spread the word!!!,rafatux supuesto spread word
1,Sun Jun 07 15:14:07 2009,last exam tomorrow  then bringing the party to aberdeen!,last exam tomorrow bring part aberdeen
1,Wed Jun 03 07:51:59 2009,"@RenateBeate Yes, I think we can assume that it is. Hope it'll taste well! ",senate ye think assume hope last well
0,Fri May 29 21:14:22 2009,My face hurts. It looks like I was attacked. ,face hurt look like wa attack
0,Fri May 29 11:02:42 2009,I just cried whilst watching hollyoaks  .. i need a life! lol,cry whilst watch hollyoak need life 
0,Sun May 10 20:01:47 2009,Someone somewhere didn't like Slidon http://bit.ly/icbfj  ,someone like simon http //bit.ly/icbfj
0,Fri Jun 19 06:25:42 2009,@Haylz2329 4 stone wot u wana b skin n bones  not gud ur perfecto the way u r xxx,haylz2329 4 stone u want b skin n bone god perfect way u r xxx
0,Sat Jun 06 12:48:37 2009,Why isn't the caffeine fixing my headache... ,caffein fix headache ...
1,Sun Apr 19 08:14:32 2009,@becs09 Did you just call for political website &quot;stress tests?&quot; ,becs09 call polite west quit stress test quit
0,Fri May 22 07:55:21 2009,Stuck in traffic AGAIN! This time on the M42! Grrrr!! ,stuck traffic time may rrrr
0,Fri May 22 01:49:37 2009,@AlexOrman1  now im all self concious,alexorman1 self conscious
0,Sun May 31 09:22:45 2009,its sunday! that means tomorow i have school ,sunday mean tomorrow school
1,Mon Jun 01 09:05:34 2009,@hester1992 i love that show too =] Bravo is my addiction ,hester1992 love show bravo adduct
0,Mon Jun 01 11:27:47 2009,Battery or some shit died in my car today again...I'm stuck at a gas station and super hungry. ,battery shit die car today ... stuck ga station super hungry
1,Fri May 29 00:43:59 2009,says yep. agree.  http://plurk.com/p/wy2m1,say yep air http //plurk.com/p/wy2m1
1,Mon May 18 04:10:42 2009,"@whiterabbit00 great even i was thinking to start a gym from tomorrow,u know am guy with a little more tummy ",whiterabbit00 great even wa think start grm tomorrow u know guy little gumma
0,Mon Jun 15 18:46:05 2009,AT WORK.  I DON'T WANNA BE HERE.,work wan na 
0,Fri Jun 05 12:18:20 2009,@WubsNet The were never brothers...They were enemies on Port Charles. Sorry ,wubsnet never brother ... enemy port charm sorry
1,Fri Jun 05 23:52:44 2009,If not for @BingFutch keeping the music going  my twitter stream would be empty. Where is everybody tonight?,bingfutch keep music go twitter stream would empty everybody tonight
1,Sun May 17 23:18:01 2009,@moonsoar Thanks Court!  ,moonsoar thank court
1,Sun May 31 19:09:12 2009,TWITTER MYSPACE FACEBOOK UNBLOCKED AT SCHOOL. LOVE IT ,twitter mystic facebook block school love 
1,Mon Jun 15 06:35:13 2009,@jamie_oliver whats going on with you? ,jamie_oliv go 
0,Thu Jun 18 00:48:30 2009,I'm so lost and in the dark... and i hear laughing!!! ,lost dark ... hear laugh
1,Sun May 03 19:21:11 2009,watching bride wars. ,watch bride war
0,Sun May 10 01:40:39 2009,I missed JT on SNL and I hate myself for it ,miss sal hate 
0,Fri Jun 05 13:36:23 2009,@SuzeMuse uhm... thatâs backwards... and ... wrong... and...  ... ,suzemu hum ... thatâ backward ... ... wrong ... ... ...
1,Mon Jun 15 02:18:49 2009,just woke up from a nap ,woke nap
1,Fri May 29 10:56:55 2009,is loving the hott weather &amp; her little tan  back from salon and feels ready for summer &amp; her holiday !!!!,love hot weather amp little back salon feel ready summer amp holiday
1,Mon May 18 03:48:08 2009,getting ready to go collect my first new glasses in nearly a decade ,get ready go collect first new glass nearly dead
1,Sat Jun 06 17:01:03 2009,"sleepover with @charro23  get excited, its going to be a party.",sleep charro23 get exit go part
